"symbol","date","open","high","low","close","volume","adjusted"
"HSIC",2020-07-24,68.010002,68.330002,66.410004,67.029999,927000,67.029999
"HSIC",2020-07-27,66.870003,67.25,65.650002,67.029999,1012000,67.029999
"HSIC",2020-07-28,66.949997,67.239998,65.800003,65.900002,1270900,65.900002
"HSIC",2020-07-29,66.449997,69.980003,66.379997,68.709999,2687000,68.709999
"HSIC",2020-07-30,67.699997,68.660004,66.580002,68.650002,1242500,68.650002
"HSIC",2020-07-31,68.279999,69.07,67.629997,68.730003,1738100,68.730003
"HSIC",2020-08-03,68.989998,72.370003,68.660004,70.900002,2185200,70.900002
"HSIC",2020-08-04,68.25,71.599998,64.910004,69.129997,4119300,69.129997
"HSIC",2020-08-05,69.410004,69.519997,66.120003,67.129997,2585300,67.129997
"HSIC",2020-08-06,67.360001,67.510002,66.110001,66.980003,1736600,66.980003
"HSIC",2020-08-07,66.709999,67.839996,66.610001,67.800003,1332900,67.800003
"HSIC",2020-08-10,68.120003,68.489998,67.449997,67.989998,1502200,67.989998
"HSIC",2020-08-11,68.260002,69.169998,66.75,67.199997,1474800,67.199997
"HSIC",2020-08-12,67.410004,67.550003,65.699997,66.669998,1134300,66.669998
"HSIC",2020-08-13,66.410004,67.110001,65.769997,66.959999,1149600,66.959999
"HSIC",2020-08-14,66.639999,68.07,66.080002,67.230003,1031700,67.230003
"HSIC",2020-08-17,67.25,67.540001,66.510002,66.779999,645300,66.779999
"HSIC",2020-08-18,66.769997,66.970001,66.010002,66.279999,610800,66.279999
"HSIC",2020-08-19,66.209999,66.410004,65.059998,65.139999,931600,65.139999
"HSIC",2020-08-20,65.040001,65.480003,64.540001,65.139999,706000,65.139999
"HSIC",2020-08-21,65,66.239998,64.639999,66.150002,3188700,66.150002
"HSIC",2020-08-24,66.540001,67.080002,65.269997,65.660004,1212500,65.660004
"HSIC",2020-08-25,65.75,65.839996,65.07,65.489998,733400,65.489998
"HSIC",2020-08-26,65.519997,65.790001,65.010002,65.669998,607200,65.669998
"HSIC",2020-08-27,65.970001,67.040001,65.57,66.449997,914400,66.449997
"HSIC",2020-08-28,66.449997,66.860001,65.529999,66.440002,569900,66.440002
"HSIC",2020-08-31,66.620003,66.879997,66.089996,66.440002,941600,66.440002
"HSIC",2020-09-01,66.379997,66.379997,64.540001,65.160004,799300,65.160004
"HSIC",2020-09-02,65.089996,67.129997,64.620003,66.889999,748600,66.889999
"HSIC",2020-09-03,67.080002,67.279999,65.099998,65.980003,848900,65.980003
"HSIC",2020-09-04,66.370003,66.5,65.290001,65.639999,845200,65.639999
"HSIC",2020-09-08,65.07,65.360001,63.5,63.740002,1217100,63.740002
"HSIC",2020-09-09,64.010002,65.120003,63.220001,64.769997,1203600,64.769997
"HSIC",2020-09-10,65.400002,65.809998,63.529999,63.75,987200,63.75
"HSIC",2020-09-11,63.869999,64.580002,63.060001,64.370003,973100,64.370003
"HSIC",2020-09-14,64.769997,65.25,63.349998,63.73,1069400,63.73
"HSIC",2020-09-15,63.990002,65.080002,63.639999,63.75,933100,63.75
"HSIC",2020-09-16,64.330002,65.690002,63.970001,64.150002,1128600,64.150002
"HSIC",2020-09-17,63.5,63.5,62.290001,62.849998,1219900,62.849998
"HSIC",2020-09-18,62.68,62.970001,60.700001,60.970001,1613800,60.970001
"HSIC",2020-09-21,60.080002,60.310001,58.990002,59.799999,1232900,59.799999
"HSIC",2020-09-22,59.860001,59.939999,58.330002,59.029999,1226400,59.029999
"HSIC",2020-09-23,59,59.299999,56.91,57.18,950200,57.18
"HSIC",2020-09-24,57.25,58.419998,56.310001,58.279999,1140600,58.279999
"HSIC",2020-09-25,57.599998,58.889999,57.34,58.790001,1194000,58.790001
"HSIC",2020-09-28,59.84,60.41,59.389999,59.650002,708500,59.650002
"HSIC",2020-09-29,59.639999,59.639999,58.41,58.57,752200,58.57
"HSIC",2020-09-30,58.599998,59.549999,58.040001,58.779999,1150200,58.779999
"HSIC",2020-10-01,59.130001,59.669998,57.52,57.919998,817600,57.919998
"HSIC",2020-10-02,56.970001,58.150002,56.75,57.970001,1245700,57.970001
"HSIC",2020-10-05,58.669998,60.639999,58.220001,60.509998,882000,60.509998
"HSIC",2020-10-06,60.509998,60.610001,58.560001,58.84,851800,58.84
"HSIC",2020-10-07,59.169998,60.23,58.889999,59.459999,1083900,59.459999
"HSIC",2020-10-08,60.130001,61.32,59.560001,61.09,782500,61.09
"HSIC",2020-10-09,61.630001,61.82,60.279999,60.459999,473300,60.459999
"HSIC",2020-10-12,60.549999,60.560001,59.720001,59.889999,541700,59.889999
"HSIC",2020-10-13,59.32,60.099998,59.099998,59.66,616700,59.66
"HSIC",2020-10-14,59.610001,61.139999,59.610001,60.869999,738100,60.869999
"HSIC",2020-10-15,60.119999,61.48,59.849998,61.360001,520100,61.360001
"HSIC",2020-10-16,61.470001,62.740002,61.139999,62.34,772800,62.34
"HSIC",2020-10-19,62.299999,63.139999,61.68,61.869999,739800,61.869999
"HSIC",2020-10-20,62.549999,63.279999,62.099998,62.509998,939900,62.509998
"HSIC",2020-10-21,62.27,64.480003,62.130001,63.619999,928500,63.619999
"HSIC",2020-10-22,64.25,66.75,63.849998,66.629997,1324300,66.629997
"HSIC",2020-10-23,66.849998,68.190002,66.470001,67.790001,946200,67.790001
"HSIC",2020-10-26,67.07,67.709999,66.139999,66.870003,1180600,66.870003
"HSIC",2020-10-27,67.580002,67.580002,65.580002,65.610001,1675200,65.610001
"HSIC",2020-10-28,65.029999,65.540001,61.970001,61.98,971200,61.98
"HSIC",2020-10-29,61.59,63.799999,60.709999,62.900002,1404100,62.900002
"HSIC",2020-10-30,63.009998,64.730003,62.509998,63.580002,1626700,63.580002
"HSIC",2020-11-02,63.66,65.779999,60.150002,62.220001,2342000,62.220001
"HSIC",2020-11-03,63.84,63.84,60.220001,60.41,1452700,60.41
"HSIC",2020-11-04,60.810001,61.549999,59.439999,59.939999,1442500,59.939999
"HSIC",2020-11-05,60.279999,62.290001,60.040001,61.57,1060500,61.57
"HSIC",2020-11-06,61.610001,62.220001,61.07,61.669998,1035600,61.669998
"HSIC",2020-11-09,64.300003,69.889999,64.300003,68,2412100,68
"HSIC",2020-11-10,68.139999,69,66.459999,68.080002,1518700,68.080002
"HSIC",2020-11-11,67.669998,68.349998,62.73,63.580002,1684400,63.580002
"HSIC",2020-11-12,63.290001,64.550003,62.720001,63.360001,685300,63.360001
"HSIC",2020-11-13,63.950001,66.870003,63.889999,65.650002,979800,65.650002
"HSIC",2020-11-16,67.150002,67.410004,63.290001,64.449997,991100,64.449997
"HSIC",2020-11-17,63.32,64.870003,62.619999,64.610001,731600,64.610001
"HSIC",2020-11-18,64.370003,65.629997,64.230003,64.239998,827200,64.239998
"HSIC",2020-11-19,63.799999,64.029999,62.740002,63.5,935500,63.5
"HSIC",2020-11-20,63.349998,64.349998,63.119999,63.580002,665900,63.580002
"HSIC",2020-11-23,63.740002,64.529999,63.25,63.709999,874900,63.709999
"HSIC",2020-11-24,64.449997,65.389999,63.720001,64.57,510500,64.57
"HSIC",2020-11-25,64.230003,64.660004,63.41,64.129997,568900,64.129997
"HSIC",2020-11-27,64.540001,64.699997,63.43,63.68,292200,63.68
"HSIC",2020-11-30,63.990002,64.919998,63.110001,64.309998,1323900,64.309998
"HSIC",2020-12-01,65.190002,65.699997,64.5,64.910004,1065500,64.910004
"HSIC",2020-12-02,65.220001,66.589996,64.940002,66.489998,935500,66.489998
"HSIC",2020-12-03,66.720001,67.07,65.879997,66.470001,974500,66.470001
"HSIC",2020-12-04,67.07,68.440002,66.559998,68.419998,822700,68.419998
"HSIC",2020-12-07,68.389999,69.470001,68.160004,68.730003,858100,68.730003
"HSIC",2020-12-08,68.379997,70.57,68.239998,70.449997,899600,70.449997
"HSIC",2020-12-09,70.800003,71.489998,70.400002,71.150002,803400,71.150002
"HSIC",2020-12-10,70.790001,71.550003,70.440002,71.309998,499200,71.309998
"HSIC",2020-12-11,70.900002,71.449997,69.660004,69.949997,862400,69.949997
"HSIC",2020-12-14,70.809998,71.290001,67.989998,68.07,1092400,68.07
"HSIC",2020-12-15,68.470001,69.459999,67.809998,68.940002,718700,68.940002
"HSIC",2020-12-16,69.230003,69.540001,68.730003,69.150002,678300,69.150002
"HSIC",2020-12-17,69.419998,69.629997,68.339996,68.889999,920300,68.889999
"HSIC",2020-12-18,69.339996,69.339996,67.379997,67.779999,1962700,67.779999
"HSIC",2020-12-21,66.730003,66.739998,65.110001,66.459999,897500,66.459999
"HSIC",2020-12-22,66.589996,67.510002,66.010002,66.099998,528300,66.099998
"HSIC",2020-12-23,66.650002,66.949997,66.080002,66.440002,518400,66.440002
"HSIC",2020-12-24,66.309998,66.400002,65.25,65.830002,155900,65.830002
"HSIC",2020-12-28,66.57,66.900002,65.639999,66.220001,420700,66.220001
"HSIC",2020-12-29,66.879997,66.989998,65.389999,65.720001,336500,65.720001
"HSIC",2020-12-30,65.690002,66.239998,65.110001,65.839996,490100,65.839996
"HSIC",2020-12-31,65.629997,66.940002,65.43,66.860001,401100,66.860001
"HSIC",2021-01-04,68.209999,68.599998,66.220001,66.489998,903100,66.489998
"HSIC",2021-01-05,66.080002,68.239998,66.080002,67.779999,971300,67.779999
"HSIC",2021-01-06,68.239998,69.949997,67.769997,69.559998,1384600,69.559998
"HSIC",2021-01-07,69.279999,70.739998,68.940002,70.010002,775800,70.010002
"HSIC",2021-01-08,70.739998,72.269997,70.510002,72.099998,967700,72.099998
"HSIC",2021-01-11,71.809998,72.760002,71.529999,72.379997,643100,72.379997
"HSIC",2021-01-12,72.050003,74.830002,71.910004,73.790001,732400,73.790001
"HSIC",2021-01-13,73.720001,74.889999,73.050003,73.879997,619500,73.879997
"HSIC",2021-01-14,73.699997,74,72.699997,73.029999,623300,73.029999
"HSIC",2021-01-15,72.519997,72.959999,71.019997,71.459999,725600,71.459999
"HSIC",2021-01-19,72.139999,72.139999,69.610001,70.43,605400,70.43
"HSIC",2021-01-20,70.410004,70.559998,69.120003,70.18,731900,70.18
"HSIC",2021-01-21,70.190002,70.360001,68.169998,68.440002,534100,68.440002
"HSIC",2021-01-22,68.269997,69.410004,68.099998,69.129997,584600,69.129997
"HSIC",2021-01-25,68.629997,69.57,68.269997,69.309998,655300,69.309998
"HSIC",2021-01-26,69.839996,70,68.800003,69.110001,491100,69.110001
"HSIC",2021-01-27,68.199997,68.980003,67.029999,68.169998,1414800,68.169998
"HSIC",2021-01-28,68.43,69.190002,67,67.75,576600,67.75
"HSIC",2021-01-29,67.410004,67.75,64.699997,65.849998,680100,65.849998
"HSIC",2021-02-01,66.32,67.809998,65.519997,67.459999,748400,67.459999
"HSIC",2021-02-02,68,69.239998,67.419998,67.43,719200,67.43
"HSIC",2021-02-03,67.120003,68.510002,66.809998,67.790001,753200,67.790001
"HSIC",2021-02-04,67.699997,69.959999,67.610001,69.830002,628500,69.830002
"HSIC",2021-02-05,70.220001,70.510002,69.610001,70.129997,586600,70.129997
"HSIC",2021-02-08,70.449997,71.769997,70,70.779999,473500,70.779999
"HSIC",2021-02-09,71.160004,71.769997,69.959999,70.610001,572100,70.610001
"HSIC",2021-02-10,71.330002,71.589996,70.110001,70.739998,959100,70.739998
"HSIC",2021-02-11,71.089996,71.629997,69.580002,69.620003,550400,69.620003
"HSIC",2021-02-12,70.160004,70.160004,69.290001,69.459999,666600,69.459999
"HSIC",2021-02-16,70,70.690002,69.139999,70.580002,1245000,70.580002
"HSIC",2021-02-17,65.290001,67.43,63.5,64.870003,3462800,64.870003
"HSIC",2021-02-18,64.169998,64.910004,63.290001,64.580002,2761800,64.580002
"HSIC",2021-02-19,64.860001,65.779999,63.529999,63.75,1303800,63.75
"HSIC",2021-02-22,64,66.389999,63.52,65.970001,2539800,65.970001
"HSIC",2021-02-23,66.32,66.559998,64.510002,65.620003,1086900,65.620003
"HSIC",2021-02-24,65.18,66.660004,64.900002,65.010002,1174600,65.010002
"HSIC",2021-02-25,64.629997,64.629997,61.68,61.889999,2937700,61.889999
"HSIC",2021-02-26,62.009998,62.919998,61.360001,61.849998,2094700,61.849998
"HSIC",2021-03-01,62.5,64.980003,62.290001,64.550003,1114300,64.550003
"HSIC",2021-03-02,64.629997,64.860001,62.700001,62.919998,1409100,62.919998
"HSIC",2021-03-03,62.970001,63.279999,61.689999,62.709999,868900,62.709999
"HSIC",2021-03-04,62.439999,63.139999,60.959999,61.5,908100,61.5
"HSIC",2021-03-05,62.360001,63,60.700001,62.57,1050600,62.57
"HSIC",2021-03-08,63.200001,66.059998,62.630001,64.790001,1018800,64.790001
"HSIC",2021-03-09,64.889999,66.940002,64.760002,65.18,1165200,65.18
"HSIC",2021-03-10,65.599998,67.519997,65.459999,65.910004,1107300,65.910004
"HSIC",2021-03-11,65.760002,66.809998,65.550003,65.879997,1041100,65.879997
"HSIC",2021-03-12,65.919998,67.559998,65.919998,67.190002,1050600,67.190002
"HSIC",2021-03-15,66.849998,68.879997,66.370003,68.220001,1089000,68.220001
"HSIC",2021-03-16,68.379997,68.769997,66.559998,67.029999,880400,67.029999
"HSIC",2021-03-17,66.269997,68.199997,66.269997,67.779999,989400,67.779999
"HSIC",2021-03-18,67.830002,69.440002,67.449997,67.690002,1419100,67.690002
"HSIC",2021-03-19,67.580002,67.860001,66.43,66.809998,1524900,66.809998
"HSIC",2021-03-22,66.690002,66.900002,65.730003,66.300003,823900,66.300003
"HSIC",2021-03-23,66.580002,66.760002,64.980003,65.07,937800,65.07
"HSIC",2021-03-24,65.25,66.760002,65.25,65.660004,1084700,65.660004
"HSIC",2021-03-25,65.610001,66.940002,65.010002,66.809998,817400,66.809998
"HSIC",2021-03-26,67.959999,67.989998,66.389999,67.980003,1935700,67.980003
"HSIC",2021-03-29,67.800003,70.199997,66.910004,69.739998,1550500,69.739998
"HSIC",2021-03-30,69.160004,69.559998,68.040001,68.970001,897500,68.970001
"HSIC",2021-03-31,68.669998,69.809998,68.089996,69.239998,961900,69.239998
"HSIC",2021-04-01,69.129997,69.400002,67.349998,68.669998,972500,68.669998
"HSIC",2021-04-05,69.43,69.599998,68.809998,68.980003,497300,68.980003
"HSIC",2021-04-06,68.330002,69.589996,68.230003,69,651600,69
"HSIC",2021-04-07,69.160004,69.160004,68.290001,68.660004,880700,68.660004
"HSIC",2021-04-08,68.519997,69,67.970001,68.669998,949700,68.669998
"HSIC",2021-04-09,69,69.459999,68.769997,69.389999,703800,69.389999
"HSIC",2021-04-12,69.199997,70.349998,69.199997,70,723000,70
"HSIC",2021-04-13,70,70.059998,69.120003,69.599998,765300,69.599998
"HSIC",2021-04-14,69.5,70.349998,69.139999,70,772800,70
"HSIC",2021-04-15,70.040001,71.019997,69.860001,70.900002,640400,70.900002
"HSIC",2021-04-16,71.260002,71.419998,70.709999,71.169998,732400,71.169998
"HSIC",2021-04-19,71.120003,71.120003,70.010002,70.639999,778200,70.639999
"HSIC",2021-04-20,70.519997,71,70.379997,70.519997,681900,70.519997
"HSIC",2021-04-21,70.860001,72.389999,70.300003,72.300003,725000,72.300003
"HSIC",2021-04-22,72.379997,73.239998,71.910004,72.730003,1029700,72.730003
"HSIC",2021-04-23,72.769997,74.510002,72.389999,74.220001,1194100,74.220001
"HSIC",2021-04-26,74.480003,74.809998,73.260002,73.379997,652300,73.379997
"HSIC",2021-04-27,72.82,73.669998,71.790001,73.139999,721100,73.139999
"HSIC",2021-04-28,71.839996,73.269997,71.839996,72.720001,760400,72.720001
"HSIC",2021-04-29,73.269997,73.970001,72.790001,73.07,934600,73.07
"HSIC",2021-04-30,73.599998,73.860001,72.269997,72.5,1516300,72.5
"HSIC",2021-05-03,73.43,74.480003,73.160004,74.010002,2181800,74.010002
"HSIC",2021-05-04,72.610001,80.089996,72.599998,79.870003,2272700,79.870003
"HSIC",2021-05-05,79.559998,79.900002,77.370003,78.910004,1776200,78.910004
"HSIC",2021-05-06,78.269997,79.980003,78.019997,79.919998,1214200,79.919998
"HSIC",2021-05-07,82.709999,82.709999,80.580002,80.610001,1037000,80.610001
"HSIC",2021-05-10,80.529999,83.449997,80.25,82.970001,1044400,82.970001
"HSIC",2021-05-11,81.739998,83.099998,79.989998,80.389999,1043200,80.389999
"HSIC",2021-05-12,80.059998,80.790001,78.519997,78.629997,782200,78.629997
"HSIC",2021-05-13,78.400002,80.370003,78.290001,80.080002,704200,80.080002
"HSIC",2021-05-14,80.730003,81.190002,79.910004,80.660004,698200,80.660004
"HSIC",2021-05-17,80.639999,81.010002,79.949997,80.5,518400,80.5
"HSIC",2021-05-18,79.989998,80.400002,79.019997,79.349998,810800,79.349998
"HSIC",2021-05-19,79.169998,79.260002,78.230003,78.760002,814300,78.760002
"HSIC",2021-05-20,78.540001,79.690002,78.059998,79.410004,1000800,79.410004
"HSIC",2021-05-21,79.160004,80.489998,78.169998,78.309998,1083500,78.309998
"HSIC",2021-05-24,78.449997,78.449997,77.32,77.589996,762700,77.589996
"HSIC",2021-05-25,77.410004,77.739998,76.169998,76.260002,785200,76.260002
"HSIC",2021-05-26,76.32,77.120003,75.970001,76.849998,1218500,76.849998
"HSIC",2021-05-27,77.029999,77.07,76.110001,76.389999,1935000,76.389999
"HSIC",2021-05-28,77.059998,77.400002,75.959999,76.040001,930700,76.040001
"HSIC",2021-06-01,75.809998,76.459999,75.279999,76.07,1006400,76.07
"HSIC",2021-06-02,76.199997,76.589996,75.330002,75.419998,642800,75.419998
"HSIC",2021-06-03,75.07,78.120003,74.849998,77.959999,995500,77.959999
"HSIC",2021-06-04,77.730003,78.330002,77.339996,77.900002,924100,77.900002
"HSIC",2021-06-07,78.239998,78.57,77.260002,77.300003,647400,77.300003
"HSIC",2021-06-08,77.169998,77.889999,76.580002,77.699997,483700,77.699997
"HSIC",2021-06-09,77.809998,78.160004,77.209999,77.599998,437000,77.599998
"HSIC",2021-06-10,78.559998,78.900002,77.919998,78.580002,517600,78.580002
"HSIC",2021-06-11,78.709999,78.989998,78.510002,78.900002,441900,78.900002
"HSIC",2021-06-14,78.739998,78.949997,77.059998,77.43,567300,77.43
"HSIC",2021-06-15,77.599998,78.57,77.199997,78.400002,496800,78.400002
"HSIC",2021-06-16,78.150002,78.209999,76.989998,77.419998,685500,77.419998
"HSIC",2021-06-17,77.809998,78.07,75.470001,76.690002,1082000,76.690002
"HSIC",2021-06-18,76.260002,76.410004,74.769997,75.019997,1500800,75.019997
"HSIC",2021-06-21,75.419998,76.660004,75.349998,76.389999,570400,76.389999
"HSIC",2021-06-22,76.459999,76.620003,75.839996,76.419998,503600,76.419998
"HSIC",2021-06-23,75.629997,75.699997,74.290001,74.470001,1581300,74.470001
"HSIC",2021-06-24,74.800003,75.300003,74.260002,75.139999,1008400,75.139999
"HSIC",2021-06-25,75.199997,75.68,74.889999,75.010002,1608200,75.010002
"HSIC",2021-06-28,74.980003,75.059998,73.739998,74.330002,522000,74.330002
"HSIC",2021-06-29,74.720001,74.959999,73.919998,74,576100,74
"HSIC",2021-06-30,74.220001,74.389999,73.839996,74.190002,588900,74.190002
"HSIC",2021-07-01,74.620003,75.980003,74.379997,75.510002,976500,75.510002
"HSIC",2021-07-02,75.400002,76.160004,74.949997,75.970001,730000,75.970001
"HSIC",2021-07-06,75.68,76.230003,74.379997,76.040001,1134600,76.040001
"HSIC",2021-07-07,75.959999,77,75.589996,76.669998,729800,76.669998
"HSIC",2021-07-08,76.400002,76.400002,75.07,75.779999,685600,75.779999
"HSIC",2021-07-09,76.260002,77.029999,76.239998,76.809998,584700,76.809998
"HSIC",2021-07-12,76.540001,77.129997,76.07,77.019997,434600,77.019997
"HSIC",2021-07-13,76.860001,77.089996,76.199997,76.389999,848700,76.389999
"HSIC",2021-07-14,76.300003,77.169998,76.059998,76.779999,552600,76.779999
"HSIC",2021-07-15,76.199997,77,75.260002,75.339996,1056500,75.339996
"HSIC",2021-07-16,75.330002,75.760002,75.029999,75.120003,569600,75.120003
"HSIC",2021-07-19,74.529999,74.599998,73.089996,73.800003,800100,73.800003
"HSIC",2021-07-20,74.230003,76.110001,74.230003,75.769997,1448800,75.769997
"HSIC",2021-07-21,76.349998,77.779999,76.349998,77.139999,780800,77.139999
"HSIC",2021-07-22,76.910004,77.010002,75.919998,76.440002,512000,76.440002
"HSIC",2021-07-23,76.82,77.57,76.599998,77.360001,363300,77.360001
"HSIC",2021-07-26,77.25,77.970001,76.879997,77.370003,457700,77.370003
"HSIC",2021-07-27,77.07,78.830002,77.019997,78.669998,656900,78.669998
"HSIC",2021-07-28,78.480003,79.639999,78.239998,79.440002,799400,79.440002
"HSIC",2021-07-29,79.779999,80.32,79.440002,80.220001,435700,80.220001
"HSIC",2021-07-30,80.169998,80.620003,79.860001,80.150002,631900,80.150002
"HSIC",2021-08-02,80.639999,81.580002,79.949997,81.230003,1077500,81.230003
"HSIC",2021-08-03,79.900002,81.489998,77.610001,80.370003,2012600,80.370003
"HSIC",2021-08-04,80.279999,80.5,77.099998,77.300003,1160200,77.300003
"HSIC",2021-08-05,77.610001,77.849998,75.650002,76.730003,1038500,76.730003
"HSIC",2021-08-06,76.900002,77.68,76.059998,77.029999,519500,77.029999
"HSIC",2021-08-09,76.260002,76.989998,75.949997,76.209999,768700,76.209999
"HSIC",2021-08-10,76.190002,76.190002,75.300003,75.529999,1141700,75.529999
"HSIC",2021-08-11,76.029999,76.510002,75.550003,75.900002,738800,75.900002
"HSIC",2021-08-12,75.900002,76.230003,75.269997,75.599998,699500,75.599998
"HSIC",2021-08-13,75.599998,75.779999,74.690002,75.68,425500,75.68
"HSIC",2021-08-16,75.730003,76.940002,75.449997,76.720001,512100,76.720001
"HSIC",2021-08-17,76.559998,77.470001,76,77.459999,519400,77.459999
"HSIC",2021-08-18,77.410004,77.489998,75.709999,75.779999,413200,75.779999
"HSIC",2021-08-19,75.199997,76.330002,75.199997,75.760002,669900,75.760002
"HSIC",2021-08-20,75.559998,76.080002,75.129997,75.629997,454600,75.629997
"HSIC",2021-08-23,76.120003,76.150002,75.300003,75.739998,437200,75.739998
"HSIC",2021-08-24,75.949997,76.18,75.540001,75.589996,409700,75.589996
"HSIC",2021-08-25,75.620003,75.790001,75.139999,75.5,395700,75.5
"HSIC",2021-08-26,75.32,75.32,74.07,74.129997,549500,74.129997
"HSIC",2021-08-27,74.209999,75.720001,74.209999,75.230003,360800,75.230003
"HSIC",2021-08-30,75.120003,76.459999,75.120003,75.18,370900,75.18
"HSIC",2021-08-31,75.010002,75.949997,74.900002,75.589996,860700,75.589996
"HSIC",2021-09-01,75.769997,76.779999,75,76.660004,689600,76.660004
"HSIC",2021-09-02,77,79.809998,76.93,79.330002,1074400,79.330002
"HSIC",2021-09-03,79.220001,79.32,78.279999,78.379997,585500,78.379997
"HSIC",2021-09-07,78.129997,78.599998,76.910004,78.580002,950400,78.580002
"HSIC",2021-09-08,78.989998,79.599998,78.470001,78.559998,640200,78.559998
"HSIC",2021-09-09,78.389999,79.790001,77.190002,77.769997,375300,77.769997
"HSIC",2021-09-10,77.839996,78.199997,76.68,76.760002,567600,76.760002
"HSIC",2021-09-13,77.209999,77.760002,76.309998,77.709999,724600,77.709999
"HSIC",2021-09-14,78,78.959999,77.610001,78.440002,645200,78.440002
"HSIC",2021-09-15,78.480003,78.879997,77.470001,78.540001,596100,78.540001
"HSIC",2021-09-16,78.839996,78.940002,77.839996,78.370003,552400,78.370003
"HSIC",2021-09-17,77.809998,78.809998,77.260002,77.470001,1204100,77.470001
"HSIC",2021-09-20,77.169998,77.169998,75.07,75.970001,483800,75.970001
"HSIC",2021-09-21,76.209999,76.550003,75.529999,75.529999,474000,75.529999
"HSIC",2021-09-22,76.129997,77.220001,75.699997,76.860001,785100,76.860001
"HSIC",2021-09-23,77.010002,78.599998,76.900002,77.599998,586500,77.599998
"HSIC",2021-09-24,77.290001,78.290001,77.269997,78.099998,472400,78.099998
"HSIC",2021-09-27,78.129997,79.269997,77.940002,78.699997,531400,78.699997
"HSIC",2021-09-28,78.419998,79.330002,77.540001,78.129997,874500,78.129997
"HSIC",2021-09-29,78.290001,79.080002,77.989998,78.279999,505100,78.279999
"HSIC",2021-09-30,78.470001,78.730003,75.830002,76.160004,936400,76.160004
"HSIC",2021-10-01,76.870003,78.830002,76.779999,78.529999,851000,78.529999
"HSIC",2021-10-04,78.690002,79.639999,77.370003,78.099998,557900,78.099998
"HSIC",2021-10-05,78.25,79.910004,77.860001,78.610001,880700,78.610001
"HSIC",2021-10-06,78.059998,78.260002,76.449997,78.169998,704700,78.169998
"HSIC",2021-10-07,78.690002,80.629997,78.449997,79.709999,588900,79.709999
"HSIC",2021-10-08,79.879997,80.370003,79.489998,79.830002,417100,79.830002
"HSIC",2021-10-11,80.139999,80.5,79.290001,79.32,610200,79.32
"HSIC",2021-10-12,79.360001,79.93,78.25,78.5,730800,78.5
"HSIC",2021-10-13,78.260002,78.779999,76.589996,77.720001,593500,77.720001
"HSIC",2021-10-14,78.610001,79.019997,77.839996,78.589996,517900,78.589996
"HSIC",2021-10-15,79.07,79.459999,77.360001,77.440002,610000,77.440002
"HSIC",2021-10-18,76.790001,77.099998,75.660004,76.529999,633300,76.529999
"HSIC",2021-10-19,76.800003,77.220001,76.540001,76.959999,588700,76.959999
"HSIC",2021-10-20,77.339996,78.480003,77.099998,78.470001,582300,78.470001
"HSIC",2021-10-21,78.730003,79.400002,78.150002,79.010002,365500,79.010002
"HSIC",2021-10-22,78.980003,79.919998,78.220001,79.889999,346500,79.889999
"HSIC",2021-10-25,78.730003,78.849998,76.089996,76.209999,1404500,76.209999
"HSIC",2021-10-26,76.370003,76.730003,75.029999,75.32,872800,75.32
"HSIC",2021-10-27,75.370003,76.089996,73.510002,74.190002,783600,74.190002
"HSIC",2021-10-28,74.559998,76.720001,74.389999,75.519997,783500,75.519997
"HSIC",2021-10-29,75.519997,76.690002,75.519997,76.349998,757700,76.349998
"HSIC",2021-11-01,76.379997,77.580002,76.190002,76.650002,1142800,76.650002
"HSIC",2021-11-02,78.720001,81.190002,76.699997,78.239998,1621900,78.239998
"HSIC",2021-11-03,78.139999,79.169998,77.860001,78.970001,722000,78.970001
"HSIC",2021-11-04,79.019997,79.349998,78.080002,78.68,782600,78.68
"HSIC",2021-11-05,79.110001,80.529999,78.68,80.099998,787900,80.099998
"HSIC",2021-11-08,80.25,80.900002,78.480003,78.639999,620000,78.639999
"HSIC",2021-11-09,78.25,78.589996,77.720001,78.150002,698100,78.150002
"HSIC",2021-11-10,78,78.769997,77.989998,78.18,419800,78.18
"HSIC",2021-11-11,76.940002,78.540001,76.940002,78.449997,681700,78.449997
"HSIC",2021-11-12,78.559998,79.620003,78.07,79.25,489800,79.25
"HSIC",2021-11-15,79.589996,79.699997,78.239998,78.459999,378100,78.459999
"HSIC",2021-11-16,78.510002,78.839996,77.769997,77.940002,447500,77.940002
"HSIC",2021-11-17,77.690002,78.18,76.949997,77.510002,357300,77.510002
"HSIC",2021-11-18,77.419998,77.419998,76.32,76.970001,434200,76.970001
"HSIC",2021-11-19,77.099998,77.800003,75.82,76.139999,552400,76.139999
"HSIC",2021-11-22,76.160004,76.709999,75.360001,76.209999,483900,76.209999
"HSIC",2021-11-23,76.07,77.269997,75.830002,76.900002,563100,76.900002
"HSIC",2021-11-24,76.989998,77.410004,75.599998,75.900002,579800,75.900002
"HSIC",2021-11-26,74.169998,75.580002,73.489998,73.639999,687400,73.639999
"HSIC",2021-11-29,74,74.360001,73.160004,73.769997,635500,73.769997
"HSIC",2021-11-30,73.019997,73.150002,70.510002,71.059998,1388600,71.059998
"HSIC",2021-12-01,71.519997,72.269997,70.300003,70.339996,1045200,70.339996
"HSIC",2021-12-02,70.489998,72.040001,70.25,71.510002,886200,71.510002
"HSIC",2021-12-03,71.849998,72.110001,70.620003,71.160004,816100,71.160004
