"symbol","date","open","high","low","close","volume","adjusted"
"TDG",2020-08-20,478.380005,486.640015,476.179993,482.829987,255200,482.829987
"TDG",2020-08-21,481.690002,485.170013,477.859985,479.279999,426100,479.279999
"TDG",2020-08-24,481.160004,490.98999,481.160004,488.5,572900,488.5
"TDG",2020-08-25,490.910004,493.640015,483.459991,486.049988,315400,486.049988
"TDG",2020-08-26,483.899994,489.459991,481.480011,484.890015,248400,484.890015
"TDG",2020-08-27,488.559998,502.459991,488.040009,498.320007,428500,498.320007
"TDG",2020-08-28,500.589996,507.890015,498.649994,506.769989,394500,506.769989
"TDG",2020-08-31,506,507.579987,494.450012,499.670013,306900,499.670013
"TDG",2020-09-01,496.170013,505.220001,495.540009,503.779999,295500,503.779999
"TDG",2020-09-02,503.059998,507.149994,496.170013,505.149994,269100,505.149994
"TDG",2020-09-03,507.190002,508.940002,489.369995,493.820007,356300,493.820007
"TDG",2020-09-04,499.410004,506.98999,487.799988,503.320007,380800,503.320007
"TDG",2020-09-08,504.390015,513.22998,493.23999,501.929993,635700,501.929993
"TDG",2020-09-09,502.950012,505.220001,489.730011,500.929993,342000,500.929993
"TDG",2020-09-10,500.209991,510.26001,497.440002,499.470001,337100,499.470001
"TDG",2020-09-11,499.609985,508.48999,493.029999,505.75,230600,505.75
"TDG",2020-09-14,511.609985,513.049988,502,507.299988,489500,507.299988
"TDG",2020-09-15,507,511.929993,504.339996,507.299988,294000,507.299988
"TDG",2020-09-16,508.109985,526.22998,504.459991,518.890015,568100,518.890015
"TDG",2020-09-17,525.130005,529.200012,514.409973,519.01001,500600,519.01001
"TDG",2020-09-18,514.219971,521.659973,505.279999,505.5,1291000,505.5
"TDG",2020-09-21,493.899994,494.98999,474.839996,487.809998,656400,487.809998
"TDG",2020-09-22,490.579987,502.640015,490.579987,502.029999,361700,502.029999
"TDG",2020-09-23,500.850006,505.73999,479.079987,479.279999,338800,479.279999
"TDG",2020-09-24,476.980011,487.549988,467.910004,479.600006,271800,479.600006
"TDG",2020-09-25,475.070007,497.089996,475.070007,494.779999,266600,494.779999
"TDG",2020-09-28,502.339996,511.440002,498.359985,498.600006,399700,498.600006
"TDG",2020-09-29,501.279999,501.279999,488.5,489.079987,583200,489.079987
"TDG",2020-09-30,489,494.799988,471.220001,475.119995,694000,475.119995
"TDG",2020-10-01,481.529999,492.470001,475.170013,481.339996,579900,481.339996
"TDG",2020-10-02,468.559998,489.059998,468.559998,485.579987,445400,485.579987
"TDG",2020-10-05,490,494.649994,486.48999,487,368500,487
"TDG",2020-10-06,493.059998,503.01001,480.410004,480.540009,437900,480.540009
"TDG",2020-10-07,488.809998,496.609985,487.5,488.5,336500,488.5
"TDG",2020-10-08,492.089996,494.01001,483.200012,490.970001,265000,490.970001
"TDG",2020-10-09,493.910004,494.329987,484.209991,485,198400,485
"TDG",2020-10-12,486.779999,488.700012,482.450012,486,283500,486
"TDG",2020-10-13,480.029999,482.869995,469.339996,473.390015,380200,473.390015
"TDG",2020-10-14,474.529999,489.549988,474.529999,483.730011,426500,483.730011
"TDG",2020-10-15,479.880005,494.75,477.019989,491.320007,288400,491.320007
"TDG",2020-10-16,495.950012,497.940002,487.980011,491.98999,474300,491.98999
"TDG",2020-10-19,492.329987,501.709991,482.869995,484.160004,318600,484.160004
"TDG",2020-10-20,490,498.959991,488.98999,493.390015,397200,493.390015
"TDG",2020-10-21,491.799988,493.709991,480.589996,482.910004,307700,482.910004
"TDG",2020-10-22,484.48999,495.929993,484.48999,493.070007,218100,493.070007
"TDG",2020-10-23,497.839996,503.890015,492.660004,501.970001,302900,501.970001
"TDG",2020-10-26,496.25,497.190002,481,483.200012,414900,483.200012
"TDG",2020-10-27,482.809998,484.809998,463.619995,464.019989,600100,464.019989
"TDG",2020-10-28,456.809998,465.839996,453.76001,458.140015,804800,458.140015
"TDG",2020-10-29,456.290009,478,456.25,476.540009,423600,476.540009
"TDG",2020-10-30,473.959991,482.279999,467.660004,477.410004,363200,477.410004
"TDG",2020-11-02,482.359985,495.559998,479.109985,494.429993,363800,494.429993
"TDG",2020-11-03,504.640015,512.450012,502.799988,508.559998,284700,508.559998
"TDG",2020-11-04,510.369995,519.299988,503.339996,512.049988,256200,512.049988
"TDG",2020-11-05,512.719971,521.650024,512.719971,519.289978,217800,519.289978
"TDG",2020-11-06,519.289978,523.849976,515.359985,520.460022,190400,520.460022
"TDG",2020-11-09,574.460022,611.659973,568.159973,568.320007,1109500,568.320007
"TDG",2020-11-10,574.609985,579.789978,564.51001,574.380005,581000,574.380005
"TDG",2020-11-11,577.349976,577.609985,553.48999,560.809998,455200,560.809998
"TDG",2020-11-12,545,569.349976,533.75,556.530029,546400,556.530029
"TDG",2020-11-13,558.73999,568.690002,555.51001,566.780029,331400,566.780029
"TDG",2020-11-16,588.340027,589.570007,572.109985,573.960022,439600,573.960022
"TDG",2020-11-17,567.869995,584.549988,565.099976,577.969971,375900,577.969971
"TDG",2020-11-18,589.900024,600.049988,582.099976,587.869995,526800,587.869995
"TDG",2020-11-19,584.030029,592.369995,576.599976,590.650024,303200,590.650024
"TDG",2020-11-20,590.51001,596.130005,571.409973,574.130005,374400,574.130005
"TDG",2020-11-23,581.570007,599.5,580,594.940002,250600,594.940002
"TDG",2020-11-24,605.26001,619.320007,600.26001,615.409973,416100,615.409973
"TDG",2020-11-25,610.859985,610.859985,600,603.849976,274200,603.849976
"TDG",2020-11-27,608.859985,608.859985,590.080017,591.539978,123900,591.539978
"TDG",2020-11-30,591,595.359985,575.469971,579.190002,286300,579.190002
"TDG",2020-12-01,587.840027,599.190002,583.48999,593.599976,304900,593.599976
"TDG",2020-12-02,590.190002,599.950012,585.799988,594.840027,317200,594.840027
"TDG",2020-12-03,597.940002,613.75,595.48999,598.640015,392300,598.640015
"TDG",2020-12-04,601,613.26001,601,605.669983,215000,605.669983
"TDG",2020-12-07,603.549988,605.450012,594.359985,601.01001,216100,601.01001
"TDG",2020-12-08,596.109985,609.97998,595.309998,602.099976,214800,602.099976
"TDG",2020-12-09,603.369995,603.859985,587.01001,595.5,232300,595.5
"TDG",2020-12-10,589.159973,605.969971,589.159973,601.01001,239900,601.01001
"TDG",2020-12-11,593.830017,609.169983,593.830017,601.789978,270300,601.789978
"TDG",2020-12-14,607.299988,607.299988,595.429993,595.820007,294100,595.820007
"TDG",2020-12-15,599.48999,618.640015,595.859985,613.73999,352500,613.73999
"TDG",2020-12-16,613.73999,615.830017,601.200012,603.530029,259200,603.530029
"TDG",2020-12-17,604.75,606.590027,594.98999,598.349976,289400,598.349976
"TDG",2020-12-18,598.330017,611.01001,594.789978,608.330017,564500,608.330017
"TDG",2020-12-21,591.52002,602.48999,586.669983,600.710022,318000,600.710022
"TDG",2020-12-22,599.179993,603.539978,595.73999,596.22998,187900,596.22998
"TDG",2020-12-23,598.799988,616.48999,598.799988,611.900024,167900,611.900024
"TDG",2020-12-24,609.070007,610.75,602.400024,606.710022,47700,606.710022
"TDG",2020-12-28,608.859985,612.530029,606.059998,609.859985,103300,609.859985
"TDG",2020-12-29,614,614,601.580017,607.830017,95900,607.830017
"TDG",2020-12-30,607.299988,618.909973,607.299988,616.140015,296700,616.140015
"TDG",2020-12-31,615,622.570007,613.01001,618.849976,180300,618.849976
"TDG",2021-01-04,611.940002,616.340027,580.219971,587.669983,388400,587.669983
"TDG",2021-01-05,592.869995,609.460022,590.169983,599.219971,172300,599.219971
"TDG",2021-01-06,600.900024,613.450012,595.659973,598.900024,198200,598.900024
"TDG",2021-01-07,604.719971,618.73999,599.900024,605.179993,214200,605.179993
"TDG",2021-01-08,604.130005,614.72998,604.130005,613.26001,201900,613.26001
"TDG",2021-01-11,607.179993,614.710022,607.179993,612.919983,161800,612.919983
"TDG",2021-01-12,612,619.76001,612,617.909973,128500,617.909973
"TDG",2021-01-13,616.150024,617.099976,604.369995,611.01001,160200,611.01001
"TDG",2021-01-14,610.210022,616.820007,604.030029,606.070007,243800,606.070007
"TDG",2021-01-15,605.559998,605.559998,584.5,584.98999,212800,584.98999
"TDG",2021-01-19,594.27002,594.51001,572.369995,573.409973,343300,573.409973
"TDG",2021-01-20,573.409973,585.150024,571.77002,577.48999,262700,577.48999
"TDG",2021-01-21,574.280029,577.409973,566.72998,573.97998,213300,573.97998
"TDG",2021-01-22,571.890015,578.780029,569.789978,576.400024,179500,576.400024
"TDG",2021-01-25,573.640015,573.640015,555.909973,560.109985,686500,560.109985
"TDG",2021-01-26,563.630005,568.890015,543.48999,544.219971,263700,544.219971
"TDG",2021-01-27,532.900024,546.659973,517.369995,518.590027,552000,518.590027
"TDG",2021-01-28,527.440002,560.219971,525.390015,555.72998,451600,555.72998
"TDG",2021-01-29,555.140015,560.799988,537.840027,553.280029,460600,553.280029
"TDG",2021-02-01,559.460022,573.090027,555.5,570.309998,347700,570.309998
"TDG",2021-02-02,579.450012,595.77002,577.130005,589.400024,417900,589.400024
"TDG",2021-02-03,585.75,601.059998,585.75,599.309998,422800,599.309998
"TDG",2021-02-04,603.539978,610.599976,600.059998,610,350200,610
"TDG",2021-02-05,616.820007,617.450012,601.73999,605,294900,605
"TDG",2021-02-08,606.869995,610,597.059998,600.169983,357500,600.169983
"TDG",2021-02-09,597.900024,611.549988,586.47998,596.640015,286000,596.640015
"TDG",2021-02-10,593.73999,597.640015,572.76001,579.719971,336800,579.719971
"TDG",2021-02-11,578.059998,586.320007,572.909973,575.02002,290000,575.02002
"TDG",2021-02-12,571.429993,585.27002,568.880005,576.48999,256900,576.48999
"TDG",2021-02-16,578.909973,581.299988,570.609985,572.549988,230400,572.549988
"TDG",2021-02-17,569.380005,574.559998,563.830017,570.369995,183500,570.369995
"TDG",2021-02-18,564,578.809998,561.630005,576.539978,215300,576.539978
"TDG",2021-02-19,579.359985,600.710022,578.77002,600.5,255000,600.5
"TDG",2021-02-22,595.390015,599.780029,589.02002,590.130005,260300,590.130005
"TDG",2021-02-23,592.460022,606.669983,581.969971,604.299988,310100,604.299988
"TDG",2021-02-24,606.22998,625.049988,605.049988,609.150024,325900,609.150024
"TDG",2021-02-25,605.859985,605.859985,573.960022,576.650024,322600,576.650024
"TDG",2021-02-26,582.369995,583.299988,571.700012,576.669983,214000,576.669983
"TDG",2021-03-01,588.059998,604.450012,588.059998,596.869995,190500,596.869995
"TDG",2021-03-02,596.390015,600.97998,591.830017,596.75,193000,596.75
"TDG",2021-03-03,594.909973,604.150024,589.48999,590.109985,208400,590.109985
"TDG",2021-03-04,587.22998,592.700012,564.460022,572.27002,365500,572.27002
"TDG",2021-03-05,578.609985,598.169983,562.75,596.929993,424400,596.929993
"TDG",2021-03-08,602.289978,611.830017,596.580017,606.299988,277500,606.299988
"TDG",2021-03-09,610.190002,610.200012,589.469971,589.47998,325400,589.47998
"TDG",2021-03-10,591.440002,603.900024,585.200012,599.369995,139000,599.369995
"TDG",2021-03-11,597.679993,606.280029,594.950012,597.289978,234000,597.289978
"TDG",2021-03-12,600.01001,620.02002,600.01001,619.890015,283600,619.890015
"TDG",2021-03-15,621.049988,626,612.380005,617.460022,226000,617.460022
"TDG",2021-03-16,616.630005,616.630005,602.469971,606.780029,206600,606.780029
"TDG",2021-03-17,609.159973,615.590027,604.349976,610.450012,182900,610.450012
"TDG",2021-03-18,608.130005,613.659973,595.809998,597.609985,174400,597.609985
"TDG",2021-03-19,594.02002,608.77002,587.859985,601.52002,311400,601.52002
"TDG",2021-03-22,601.530029,602.099976,590.76001,597.359985,156700,597.359985
"TDG",2021-03-23,591.02002,594.859985,580.01001,582.950012,206800,582.950012
"TDG",2021-03-24,585.950012,602.599976,585.950012,592.820007,246500,592.820007
"TDG",2021-03-25,590.309998,590.349976,575.780029,586.219971,292700,586.219971
"TDG",2021-03-26,590.630005,590.630005,575.47998,586.440002,276400,586.440002
"TDG",2021-03-29,586.469971,592.700012,575.359985,579.179993,220700,579.179993
"TDG",2021-03-30,580.51001,587.049988,576.669983,584.630005,169900,584.630005
"TDG",2021-03-31,590.75,594.780029,583.01001,587.919983,406400,587.919983
"TDG",2021-04-01,590.359985,605.299988,588.380005,603.710022,302300,603.710022
"TDG",2021-04-05,609.159973,615.75,600.059998,603.77002,280900,603.77002
"TDG",2021-04-06,597.890015,619.049988,597.890015,614.380005,216600,614.380005
"TDG",2021-04-07,613.070007,613.070007,601.179993,606.450012,148200,606.450012
"TDG",2021-04-08,603.440002,616.890015,600.690002,616.099976,157800,616.099976
"TDG",2021-04-09,614.429993,615.559998,607.599976,615.23999,139600,615.23999
"TDG",2021-04-12,613.450012,623.650024,611,623.640015,171100,623.640015
"TDG",2021-04-13,618.98999,625.570007,613.340027,618.330017,259800,618.330017
"TDG",2021-04-14,621.27002,633.039978,615.76001,628.919983,218100,628.919983
"TDG",2021-04-15,629.849976,629.849976,619.109985,623.789978,270100,623.789978
"TDG",2021-04-16,626.640015,629.400024,613.059998,617.48999,391500,617.48999
"TDG",2021-04-19,612.650024,615.309998,601.73999,606,239800,606
"TDG",2021-04-20,601.419983,601.419983,583.72998,595.75,322800,595.75
"TDG",2021-04-21,595,598.580017,591.789978,596.190002,275200,596.190002
"TDG",2021-04-22,598,605.169983,593.690002,593.789978,152000,593.789978
"TDG",2021-04-23,593.52002,598,585.47998,595.330017,314900,595.330017
"TDG",2021-04-26,596.700012,605.140015,596.22998,603.950012,186700,603.950012
"TDG",2021-04-27,604.919983,612.039978,601.809998,602.460022,163300,602.460022
"TDG",2021-04-28,601.679993,607.830017,600.359985,605.26001,156700,605.26001
"TDG",2021-04-29,611.380005,614.669983,604.200012,610,141400,610
"TDG",2021-04-30,606.099976,614.549988,604.280029,613.73999,335400,613.73999
"TDG",2021-05-03,617.219971,622.570007,607.119995,607.849976,201200,607.849976
"TDG",2021-05-04,607.210022,608.48999,593,596.659973,236200,596.659973
"TDG",2021-05-05,598.690002,603.690002,591.280029,595.5,302600,595.5
"TDG",2021-05-06,599.030029,599.700012,585,599.039978,317600,599.039978
"TDG",2021-05-07,597,609.969971,597,607.98999,176000,607.98999
"TDG",2021-05-10,610,614.570007,600.719971,601.369995,352300,601.369995
"TDG",2021-05-11,599.719971,607.599976,582.140015,600.059998,432700,600.059998
"TDG",2021-05-12,600.02002,601.51001,576.97998,578.23999,385000,578.23999
"TDG",2021-05-13,583.02002,595.419983,581.349976,586.570007,290500,586.570007
"TDG",2021-05-14,591.460022,600.559998,587.359985,597.409973,156200,597.409973
"TDG",2021-05-17,594.48999,598.929993,588.27002,596.450012,217000,596.450012
"TDG",2021-05-18,594.109985,596.219971,588.530029,590.51001,224300,590.51001
"TDG",2021-05-19,581.23999,588.289978,576.530029,587.630005,216500,587.630005
"TDG",2021-05-20,587.719971,605.72998,586.280029,603.52002,272900,603.52002
"TDG",2021-05-21,608,609.570007,600.130005,601,295400,601
"TDG",2021-05-24,605.909973,617.830017,600.460022,614.919983,250000,614.919983
"TDG",2021-05-25,615.97998,618.539978,611.169983,612.719971,154700,612.719971
"TDG",2021-05-26,615.380005,622.559998,613.549988,621.039978,285100,621.039978
"TDG",2021-05-27,634.98999,650.419983,629.73999,649.5,825600,649.5
"TDG",2021-05-28,648.669983,650.679993,638.950012,648.840027,291100,648.840027
"TDG",2021-06-01,653.679993,665.710022,653.48999,659.969971,383000,659.969971
"TDG",2021-06-02,658.109985,664.450012,657.119995,659.5,395300,659.5
"TDG",2021-06-03,653.700012,662,650.580017,660.75,398300,660.75
"TDG",2021-06-04,664.190002,669.23999,664.190002,665.299988,467400,665.299988
"TDG",2021-06-07,664.710022,667.26001,660.280029,662.549988,673900,662.549988
"TDG",2021-06-08,663.419983,672.440002,663.419983,669,317800,669
"TDG",2021-06-09,669.049988,669.77002,662.289978,664,260400,664
"TDG",2021-06-10,668.390015,668.390015,657.25,660,196200,660
"TDG",2021-06-11,663.719971,665.619995,656.570007,661.940002,210200,661.940002
"TDG",2021-06-14,660.27002,669.080017,660.27002,668.909973,335400,668.909973
"TDG",2021-06-15,669.559998,676.640015,666.150024,676.5,290300,676.5
"TDG",2021-06-16,675.590027,679.469971,665.059998,665.219971,300600,665.219971
"TDG",2021-06-17,665.950012,669.02002,655.159973,667.51001,289600,667.51001
"TDG",2021-06-18,657.77002,660.200012,650.690002,654.929993,354900,654.929993
"TDG",2021-06-21,660.630005,672.75,658.619995,670.929993,267700,670.929993
"TDG",2021-06-22,671.090027,679.130005,663.429993,679,290200,679
"TDG",2021-06-23,680,684,677.960022,682.630005,269900,682.630005
"TDG",2021-06-24,688.030029,688.030029,672.869995,679.98999,253000,679.98999
"TDG",2021-06-25,680.640015,681,669.320007,673.219971,366700,673.219971
"TDG",2021-06-28,670.549988,670.659973,653.429993,656.299988,264100,656.299988
"TDG",2021-06-29,659.52002,660,643.76001,644.22998,285100,644.22998
"TDG",2021-06-30,645.030029,651.890015,639.789978,647.289978,301300,647.289978
"TDG",2021-07-01,649.320007,659.52002,649.27002,658.97998,203400,658.97998
"TDG",2021-07-02,661.539978,662.309998,654.280029,661.440002,130000,661.440002
"TDG",2021-07-06,660,660,647.460022,656.429993,178500,656.429993
"TDG",2021-07-07,653.51001,657.52002,647.309998,654.369995,176900,654.369995
"TDG",2021-07-08,644.469971,652.929993,637.900024,647.210022,188200,647.210022
"TDG",2021-07-09,656.97998,660.429993,652.820007,660.059998,154800,660.059998
"TDG",2021-07-12,654.73999,658.130005,649.840027,653.659973,256400,653.659973
"TDG",2021-07-13,652.200012,656.549988,648.130005,648.559998,215800,648.559998
"TDG",2021-07-14,650.640015,655.130005,644.869995,645.940002,165600,645.940002
"TDG",2021-07-15,639.25,645.890015,634.390015,636.559998,168600,636.559998
"TDG",2021-07-16,640.700012,643.280029,631.419983,633.580017,197100,633.580017
"TDG",2021-07-19,618.340027,618.340027,593.820007,607.659973,485400,607.659973
"TDG",2021-07-20,609.659973,638.630005,608.619995,636.679993,296300,636.679993
"TDG",2021-07-21,643.460022,651.280029,636.210022,648.849976,144800,648.849976
"TDG",2021-07-22,645.679993,648.299988,640.580017,647.22998,102500,647.22998
"TDG",2021-07-23,654.98999,654.98999,645.559998,647.640015,131100,647.640015
"TDG",2021-07-26,647.48999,650.780029,642.75,650.640015,132600,650.640015
"TDG",2021-07-27,646.950012,650.97998,643.679993,648.51001,110600,648.51001
"TDG",2021-07-28,654.01001,656.080017,646.700012,648.52002,148700,648.52002
"TDG",2021-07-29,653.859985,659.159973,648.539978,654.890015,128200,654.890015
"TDG",2021-07-30,650.349976,653.01001,638.469971,641.090027,173900,641.090027
"TDG",2021-08-02,648.849976,650.72998,634.679993,635.299988,199600,635.299988
"TDG",2021-08-03,636.409973,636.409973,622.950012,631.960022,207100,631.960022
"TDG",2021-08-04,624.309998,628.5,615.539978,616.109985,174700,616.109985
"TDG",2021-08-05,618.380005,630.130005,618.380005,624.549988,163500,624.549988
"TDG",2021-08-06,630.309998,636.320007,627.400024,629.109985,164900,629.109985
"TDG",2021-08-09,626,633.289978,618.890015,628.51001,259100,628.51001
"TDG",2021-08-10,631.659973,636.849976,620.25,621,279700,621
"TDG",2021-08-11,621.380005,626.780029,611.880005,624.049988,434200,624.049988
"TDG",2021-08-12,625.039978,627.859985,604.590027,614.369995,241400,614.369995
"TDG",2021-08-13,613.72998,615.48999,605.049988,605.969971,159300,605.969971
"TDG",2021-08-16,601.969971,607.369995,597.590027,603.840027,209700,603.840027
"TDG",2021-08-17,597.190002,603.780029,595.349976,603.450012,145800,603.450012
"TDG",2021-08-18,603.150024,609.75,596.409973,603.159973,192100,603.159973
"TDG",2021-08-19,597,602.52002,587.109985,589.469971,228200,589.469971
"TDG",2021-08-20,588,599.22998,587.080017,595.400024,187500,595.400024
"TDG",2021-08-23,599.030029,605.97998,597.630005,603.070007,205500,603.070007
"TDG",2021-08-24,607.820007,614.539978,606.48999,608.299988,192400,608.299988
"TDG",2021-08-25,608.880005,610.299988,602.219971,604.030029,146700,604.030029
"TDG",2021-08-26,604.429993,604.429993,593.659973,594.359985,142200,594.359985
"TDG",2021-08-27,594.359985,612,594.359985,608.75,250600,608.75
"TDG",2021-08-30,608.289978,610.52002,601.77002,603.570007,163800,603.570007
"TDG",2021-08-31,602.01001,610.789978,600.210022,607.469971,278400,607.469971
"TDG",2021-09-01,610.869995,614.820007,604.76001,609.5,250500,609.5
"TDG",2021-09-02,610.099976,615.719971,608.390015,609.780029,146500,609.780029
"TDG",2021-09-03,607.580017,608.780029,597.809998,602.27002,220700,602.27002
"TDG",2021-09-07,603.619995,604.98999,590.02002,590.940002,374100,590.940002
"TDG",2021-09-08,591.950012,595.450012,583.859985,585.02002,208000,585.02002
"TDG",2021-09-09,584.570007,602.849976,581.030029,598.070007,330700,598.070007
"TDG",2021-09-10,600.299988,608.159973,595.289978,599.559998,283600,599.559998
"TDG",2021-09-13,606.859985,614.349976,601.25,611.73999,214500,611.73999
"TDG",2021-09-14,613.380005,615.080017,601.880005,614,282900,614
"TDG",2021-09-15,613.98999,615.890015,602.169983,612.960022,301400,612.960022
"TDG",2021-09-16,612.119995,613.77002,603.830017,604.599976,175600,604.599976
"TDG",2021-09-17,598.530029,612.869995,597.27002,609.940002,762800,609.940002
"TDG",2021-09-20,602.580017,616.349976,599.349976,614.859985,279300,614.859985
"TDG",2021-09-21,615.75,620.130005,610.049988,613.75,197400,613.75
"TDG",2021-09-22,618.799988,633.570007,618.330017,629.090027,254500,629.090027
"TDG",2021-09-23,632.5,640.159973,629.73999,638.190002,281500,638.190002
"TDG",2021-09-24,634.880005,645.159973,630.809998,644.419983,214000,644.419983
"TDG",2021-09-27,648.73999,654.320007,644.97998,648.820007,350000,648.820007
"TDG",2021-09-28,649.440002,649.539978,631.190002,638.289978,237700,638.289978
"TDG",2021-09-29,644.119995,648.659973,633.77002,634.5,200500,634.5
"TDG",2021-09-30,636.419983,636.419983,623.780029,624.570007,368000,624.570007
"TDG",2021-10-01,630.960022,656.570007,630.080017,652.929993,438600,652.929993
"TDG",2021-10-04,653.609985,653.609985,636.570007,644.01001,221800,644.01001
"TDG",2021-10-05,646.460022,651.450012,642.109985,645.280029,180700,645.280029
"TDG",2021-10-06,636.75,651.630005,631.119995,650.590027,190800,650.590027
"TDG",2021-10-07,656.090027,658.23999,647.27002,648.030029,167900,648.030029
"TDG",2021-10-08,645.47998,649.5,640.679993,644.059998,144600,644.059998
"TDG",2021-10-11,643.580017,648.440002,636.549988,637.140015,106200,637.140015
"TDG",2021-10-12,638.690002,642.340027,629.799988,631.22998,181400,631.22998
"TDG",2021-10-13,630.690002,633.820007,622.090027,631.98999,228700,631.98999
"TDG",2021-10-14,639.940002,639.940002,631.340027,635.73999,273700,635.73999
"TDG",2021-10-15,641.969971,644.23999,639.26001,639.469971,257800,639.469971
"TDG",2021-10-18,633.630005,640.219971,628.820007,639.98999,164700,639.98999
"TDG",2021-10-19,645.409973,650.340027,638.869995,647.039978,217200,647.039978
"TDG",2021-10-20,640.52002,648.359985,638.330017,643.349976,181300,643.349976
"TDG",2021-10-21,640.809998,650.01001,639.820007,650,182500,650
"TDG",2021-10-22,654.409973,655.909973,644.72998,648.22998,166000,648.22998
"TDG",2021-10-25,645.380005,649.679993,632.469971,636.099976,199500,636.099976
"TDG",2021-10-26,637.570007,647.919983,635.710022,642.940002,241800,642.940002
"TDG",2021-10-27,645.619995,646.929993,628.619995,629.219971,203600,629.219971
"TDG",2021-10-28,627.960022,631.789978,624.48999,628.390015,230700,628.390015
"TDG",2021-10-29,626.789978,630.51001,617.97998,623.820007,256100,623.820007
"TDG",2021-11-01,624.090027,631.929993,623.929993,630.539978,189600,630.539978
"TDG",2021-11-02,631.559998,636.27002,625.859985,629.75,200600,629.75
"TDG",2021-11-03,626.469971,628.73999,618.289978,623,214700,623
"TDG",2021-11-04,623.530029,630.030029,621.02002,629.179993,213300,629.179993
"TDG",2021-11-05,639.390015,665.97998,634.950012,665.140015,374700,665.140015
"TDG",2021-11-08,667.119995,675.030029,660.130005,674.580017,356100,674.580017
"TDG",2021-11-09,675.48999,685.219971,670.599976,685,239400,685
"TDG",2021-11-10,682.159973,686.059998,672.76001,677.25,308300,677.25
"TDG",2021-11-11,676.609985,676.609985,656.179993,656.210022,166700,656.210022
"TDG",2021-11-12,654.669983,661.330017,635.390015,643,355700,643
"TDG",2021-11-15,648.450012,656.590027,641.75,653.73999,250100,653.73999
"TDG",2021-11-16,657,672.210022,645.97998,647.090027,301300,647.090027
"TDG",2021-11-17,647.109985,662.150024,639.219971,658.929993,277200,658.929993
"TDG",2021-11-18,660.549988,665.130005,655,660.609985,269500,660.609985
"TDG",2021-11-19,658.450012,658.450012,626.280029,631.840027,406200,631.840027
"TDG",2021-11-22,632.280029,642.280029,628.919983,629.630005,294400,629.630005
"TDG",2021-11-23,642.119995,642.929993,619.690002,625.25,560400,625.25
"TDG",2021-11-24,624.02002,628.679993,615.669983,618,484100,618
"TDG",2021-11-26,582,586.210022,558.919983,561.289978,1105700,561.289978
"TDG",2021-11-29,573.409973,586.789978,558.109985,584.219971,1272900,584.219971
"TDG",2021-11-30,577.909973,587.349976,568.320007,578.049988,790700,578.049988
"TDG",2021-12-01,592.609985,593.869995,552.719971,553.369995,648400,553.369995
"TDG",2021-12-02,560.349976,582.940002,558.409973,581.98999,482400,581.98999
"TDG",2021-12-03,581.22998,584.289978,573.460022,583.900024,303700,583.900024
"TDG",2021-12-06,594.51001,610.570007,587.890015,601.619995,375400,601.619995
"TDG",2021-12-07,608.27002,616.659973,601.5,603.359985,386500,603.359985
"TDG",2021-12-08,606.030029,616.429993,605.429993,612.570007,189600,612.570007
"TDG",2021-12-09,604.400024,610.940002,603.820007,605.640015,152700,605.640015
"TDG",2021-12-10,610.25,610.25,600.359985,605.309998,169600,605.309998
"TDG",2021-12-13,601.01001,601.820007,578.289978,591.900024,350500,591.900024
"TDG",2021-12-14,589.72998,597.299988,581.469971,583.73999,221600,583.73999
"TDG",2021-12-15,583.890015,588.47998,568.090027,582.590027,309200,582.590027
"TDG",2021-12-16,592.23999,593.52002,576.590027,576.640015,235100,576.640015
"TDG",2021-12-17,579.539978,592,568.789978,583.880005,363800,583.880005
"TDG",2021-12-20,571.650024,584.169983,571.049988,581.059998,229600,581.059998
"TDG",2021-12-21,587.900024,609.98999,587.640015,609.289978,259600,609.289978
"TDG",2021-12-22,605.359985,616.22998,603.669983,614.700012,190800,614.700012
"TDG",2021-12-23,620,634.789978,616.190002,628,201600,628
"TDG",2021-12-27,627.200012,630.780029,623.169983,627.5,153200,627.5
"TDG",2021-12-28,625.219971,636.530029,625.219971,630.5,110700,630.5
"TDG",2021-12-29,625.719971,631.969971,625.440002,630.51001,108800,630.51001
"TDG",2021-12-30,629.26001,642.23999,629.26001,634.409973,168200,634.409973
"TDG",2021-12-31,633.109985,640.47998,631.01001,636.280029,150100,636.280029
"TDG",2022-01-03,638.919983,643.719971,631.619995,641.590027,305900,641.590027
"TDG",2022-01-04,650,651.049988,636.460022,644.030029,305600,644.030029
"TDG",2022-01-05,646.390015,657.390015,642.340027,647.840027,421300,647.840027
"TDG",2022-01-06,653.5,659.070007,644.409973,644.76001,366300,644.76001
"TDG",2022-01-07,651.280029,669.030029,651.280029,654.210022,313800,654.210022
"TDG",2022-01-10,652.76001,655.5,633.159973,644,238800,644
"TDG",2022-01-11,644.51001,654.049988,637.5,653.429993,163000,653.429993
"TDG",2022-01-12,656.150024,662.690002,654.929993,658.590027,156300,658.590027
"TDG",2022-01-13,663.52002,666.210022,642.130005,650.599976,377700,650.599976
"TDG",2022-01-14,644.429993,647.130005,633.719971,645.380005,273000,645.380005
"TDG",2022-01-18,637.659973,639.98999,626.549988,630.73999,382100,630.73999
"TDG",2022-01-19,633.01001,643.409973,626.710022,630.25,205300,630.25
"TDG",2022-01-20,631.26001,643.179993,627.75,629.090027,237500,629.090027
