"symbol","date","open","high","low","close","volume","adjusted"
"VRSK",2021-03-23,175.339996,178.309998,174.169998,177.589996,1260400,176.176331
"VRSK",2021-03-24,177.830002,178.669998,174.009995,176.929993,1726200,175.521576
"VRSK",2021-03-25,177.5,177.5,174.5,174.779999,825000,173.388687
"VRSK",2021-03-26,174.369995,178.710007,174.020004,178.630005,653300,177.208038
"VRSK",2021-03-29,177.809998,181.279999,177.360001,180.320007,907600,178.884598
"VRSK",2021-03-30,179.610001,180.100006,175.399994,175.949997,497300,174.549393
"VRSK",2021-03-31,175.740005,178.039993,175,176.690002,845800,175.283508
"VRSK",2021-04-01,176.970001,180.759995,176.759995,179.809998,675000,178.378662
"VRSK",2021-04-05,179.619995,182.330002,179.020004,181.550003,839800,180.104797
"VRSK",2021-04-06,180.860001,182.089996,179.490005,180.889999,661700,179.450073
"VRSK",2021-04-07,181.610001,181.929993,179.369995,179.990005,660700,178.557236
"VRSK",2021-04-08,180.990005,182.330002,180.660004,181.210007,761800,179.767517
"VRSK",2021-04-09,181.470001,183.050003,180.119995,182.699997,785400,181.245651
"VRSK",2021-04-12,182.369995,183.570007,182.119995,182.5,1394000,181.047256
"VRSK",2021-04-13,182.309998,184.770004,182.309998,183.570007,970300,182.108719
"VRSK",2021-04-14,183.320007,184.350006,181.270004,181.949997,951300,180.501617
"VRSK",2021-04-15,183.509995,185.360001,182.649994,184.5,1174900,183.031326
"VRSK",2021-04-16,185,186.360001,183.160004,185.460007,789700,183.983673
"VRSK",2021-04-19,184.759995,185.649994,183.139999,184.529999,939100,183.061081
"VRSK",2021-04-20,184.279999,185.539993,182.820007,184.440002,1190500,182.971817
"VRSK",2021-04-21,184.649994,186.509995,184.570007,185.380005,875300,183.904312
"VRSK",2021-04-22,185.850006,187.990005,184.949997,187.259995,603900,185.769348
"VRSK",2021-04-23,187.5,189.789993,185.880005,188.880005,925500,187.376465
"VRSK",2021-04-26,188.940002,189.729996,186.080002,186.470001,562800,184.985641
"VRSK",2021-04-27,187.649994,187.759995,186,187.199997,605800,185.709839
"VRSK",2021-04-28,186.949997,187.529999,185.690002,187.259995,544400,185.769348
"VRSK",2021-04-29,187.710007,189.399994,187.100006,188.600006,593900,187.098694
"VRSK",2021-04-30,188.509995,188.809998,187.089996,188.199997,580500,186.701859
"VRSK",2021-05-03,188.830002,190.259995,188.179993,188.550003,662600,187.049103
"VRSK",2021-05-04,188.199997,189.779999,187.179993,188.520004,634800,187.019318
"VRSK",2021-05-05,182.639999,182.679993,172.429993,172.630005,2484000,171.255798
"VRSK",2021-05-06,172.589996,175.050003,171.699997,175.020004,1751500,173.626801
"VRSK",2021-05-07,175.539993,179.220001,175.190002,178.770004,1284400,177.346939
"VRSK",2021-05-10,178.360001,181.360001,177.869995,179.559998,1108400,178.130661
"VRSK",2021-05-11,178.919998,181.130005,174.779999,175.080002,1046800,173.68631
"VRSK",2021-05-12,172.520004,174.309998,171.25,172,1313600,170.630814
"VRSK",2021-05-13,171.800003,173.960007,171.529999,173.580002,1171500,172.198257
"VRSK",2021-05-14,174.059998,176.190002,173.360001,175,489700,173.606949
"VRSK",2021-05-17,175.070007,175.830002,172.75,172.940002,572400,171.563339
"VRSK",2021-05-18,173.820007,175.300003,171.339996,172.059998,816800,170.690353
"VRSK",2021-05-19,170.479996,173.270004,169.029999,173.070007,969400,171.692322
"VRSK",2021-05-20,172.779999,174.899994,171.639999,173.350006,918300,171.970093
"VRSK",2021-05-21,174.029999,174.990005,172.520004,173.509995,769800,172.128799
"VRSK",2021-05-24,174.899994,175.210007,173.020004,174.169998,586100,172.783554
"VRSK",2021-05-25,174.199997,174.610001,173.410004,173.699997,476000,172.317291
"VRSK",2021-05-26,174,174.369995,172.800003,172.979996,450000,171.603012
"VRSK",2021-05-27,173.399994,173.399994,171.699997,172.130005,1100600,170.759796
"VRSK",2021-05-28,172.009995,174.199997,172.009995,172.830002,991600,171.454224
"VRSK",2021-06-01,173.509995,174,170.860001,171.179993,823400,169.817352
"VRSK",2021-06-02,171.210007,172.740005,171.210007,172.679993,566100,171.30542
"VRSK",2021-06-03,171.809998,172.429993,170.630005,171.830002,795600,170.462173
"VRSK",2021-06-04,172.020004,173.009995,170.830002,172.649994,535700,171.275635
"VRSK",2021-06-07,172.479996,173,167.369995,167.800003,1116400,166.464264
"VRSK",2021-06-08,167.869995,169.940002,167.869995,169.5,979900,168.150726
"VRSK",2021-06-09,170.289993,170.669998,169.449997,169.919998,801200,168.567383
"VRSK",2021-06-10,170.320007,170.940002,168.770004,170.820007,799900,169.460236
"VRSK",2021-06-11,171.100006,172.279999,170.520004,172.199997,517400,170.829224
"VRSK",2021-06-14,171.839996,173.289993,171.300003,173.270004,449300,172.180679
"VRSK",2021-06-15,173.449997,174.020004,172.100006,172.570007,591600,171.485092
"VRSK",2021-06-16,172.899994,173.809998,170.059998,170.899994,892700,169.825577
"VRSK",2021-06-17,171.009995,173.669998,170.339996,172.990005,549900,171.902435
"VRSK",2021-06-18,172.919998,173.330002,170.039993,171.089996,1243500,170.014389
"VRSK",2021-06-21,172.380005,175.25,170.839996,174.910004,731800,173.810379
"VRSK",2021-06-22,175.279999,176.630005,174.399994,175.259995,877700,174.158173
"VRSK",2021-06-23,174.789993,174.789993,171.509995,171.699997,762600,170.62056
"VRSK",2021-06-24,172.330002,173.710007,171.529999,173.309998,559100,172.220428
"VRSK",2021-06-25,173.460007,174.919998,172.279999,174.699997,1854400,173.601685
"VRSK",2021-06-28,175.289993,175.589996,173.800003,173.979996,631400,172.886215
"VRSK",2021-06-29,173.619995,175.639999,173.509995,174.330002,450500,173.234024
"VRSK",2021-06-30,174.559998,175.100006,173.759995,174.720001,799000,173.621567
"VRSK",2021-07-01,175.539993,177.059998,175.210007,176.800003,826700,175.688507
"VRSK",2021-07-02,177.25,177.990005,176.75,177.5,649600,176.384094
"VRSK",2021-07-06,177.300003,178.089996,175.600006,177.610001,1040900,176.493393
"VRSK",2021-07-07,178.5,183,177.990005,182.089996,861600,180.945221
"VRSK",2021-07-08,181.369995,183.539993,180.259995,181.210007,903300,180.07077
"VRSK",2021-07-09,180.830002,181.960007,180.229996,181.710007,659300,180.567627
"VRSK",2021-07-12,182.179993,182.179993,179.110001,180.020004,533500,178.888245
"VRSK",2021-07-13,179.740005,181.470001,178.669998,181.169998,909600,180.031021
"VRSK",2021-07-14,181.190002,182.770004,179.279999,182.330002,777900,181.183716
"VRSK",2021-07-15,183.199997,184.929993,182.539993,184.759995,799200,183.598434
"VRSK",2021-07-16,184.809998,189.169998,184.470001,186.990005,1089200,185.814423
"VRSK",2021-07-19,186.919998,187.860001,182.5,184.309998,823900,183.151276
"VRSK",2021-07-20,184.820007,188.740005,184.440002,187.429993,1080200,186.251648
"VRSK",2021-07-21,188.320007,188.889999,186.429993,187.089996,462100,185.913803
"VRSK",2021-07-22,187.080002,188.339996,186.220001,187.199997,438900,186.023117
"VRSK",2021-07-23,187.779999,189.880005,187.779999,188.389999,685400,187.205612
"VRSK",2021-07-26,187.550003,188.279999,185.119995,186.820007,671500,185.645508
"VRSK",2021-07-27,187.050003,188.529999,185.600006,186.699997,674600,185.526245
"VRSK",2021-07-28,185.960007,186.830002,183.979996,185.270004,697400,184.10524
"VRSK",2021-07-29,186.270004,188.899994,186.270004,187.809998,754000,186.629257
"VRSK",2021-07-30,187.720001,190.229996,187.720001,189.940002,789800,188.74588
"VRSK",2021-08-02,189.990005,191.550003,189.229996,190,504600,188.805496
"VRSK",2021-08-03,190.509995,190.850006,186.830002,188.490005,662000,187.304993
"VRSK",2021-08-04,187.119995,188.850006,185.5,187.479996,854700,186.301346
"VRSK",2021-08-05,186.960007,190.139999,186.460007,189.910004,693700,188.716064
"VRSK",2021-08-06,190.25,190.869995,187.550003,188.130005,848200,186.94725
"VRSK",2021-08-09,188.070007,188.720001,187.279999,187.460007,628800,186.281479
"VRSK",2021-08-10,187.179993,188.75,186.479996,187.5,1000100,186.321213
"VRSK",2021-08-11,188.539993,190.529999,187.520004,190.369995,657000,189.173172
"VRSK",2021-08-12,190.149994,191.449997,189.820007,190.130005,482300,188.934692
"VRSK",2021-08-13,190.419998,191.309998,189.529999,191.240005,326500,190.037704
"VRSK",2021-08-16,190.960007,192.479996,190.080002,191.399994,1183100,190.196701
"VRSK",2021-08-17,191.339996,193.070007,190.309998,193,1163700,191.786652
"VRSK",2021-08-18,191.960007,193.860001,190.699997,190.759995,874300,189.56073
"VRSK",2021-08-19,190.889999,195.050003,190.210007,194.679993,822300,193.45607
"VRSK",2021-08-20,194.970001,196.639999,193.970001,196.389999,2008100,195.15535
"VRSK",2021-08-23,195.5,197.779999,194.490005,197.509995,1203200,196.26828
"VRSK",2021-08-24,197.360001,197.360001,196.440002,197.169998,1330500,195.93042
"VRSK",2021-08-25,195.229996,198.970001,195.229996,197.820007,995800,196.576324
"VRSK",2021-08-26,197.720001,198.710007,197.070007,197.779999,945100,196.536591
"VRSK",2021-08-27,198.910004,200.270004,197.720001,199.520004,752300,198.265656
"VRSK",2021-08-30,199.059998,201.25,198.940002,200.779999,417000,199.517731
"VRSK",2021-08-31,200.770004,202.330002,200.130005,201.759995,710800,200.491562
"VRSK",2021-09-01,201.910004,203.710007,200.509995,203.059998,535200,201.783401
"VRSK",2021-09-02,203.559998,205,203,204.600006,1399500,203.313705
"VRSK",2021-09-03,203.860001,205.410004,203.059998,205.080002,809200,203.790695
"VRSK",2021-09-07,204.440002,204.440002,201.600006,203.110001,1293900,201.833069
"VRSK",2021-09-08,203.110001,207.779999,202.589996,206.339996,946600,205.04277
"VRSK",2021-09-09,206.350006,206.729996,204,204.860001,595900,203.572083
"VRSK",2021-09-10,205.009995,206.830002,204.179993,205.550003,569000,204.257751
"VRSK",2021-09-13,206.589996,207.210007,203.820007,205.020004,894900,203.731094
"VRSK",2021-09-14,205,206.679993,204.720001,205.559998,640600,204.557007
"VRSK",2021-09-15,205.5,205.929993,204.020004,204.559998,533000,203.561905
"VRSK",2021-09-16,203.940002,204.869995,201.580002,202.449997,938000,201.462189
"VRSK",2021-09-17,201.550003,202.179993,200.110001,201.100006,1519500,200.11879
"VRSK",2021-09-20,200.039993,201.839996,199.570007,201.699997,896800,200.715851
"VRSK",2021-09-21,202.25,204.25,201.149994,202.949997,859300,201.959747
"VRSK",2021-09-22,204.270004,206.720001,202.880005,205.559998,596500,204.557007
"VRSK",2021-09-23,206.039993,210.119995,203.949997,208.970001,908800,207.950378
"VRSK",2021-09-24,208.139999,208.649994,206.850006,207.970001,498100,206.955276
"VRSK",2021-09-27,206.710007,207.619995,203.360001,203.729996,628400,202.735931
"VRSK",2021-09-28,202.929993,202.929993,199.139999,201.740005,1544400,200.755676
"VRSK",2021-09-29,201.75,204.110001,200.979996,202.369995,872000,201.382568
"VRSK",2021-09-30,203.070007,203.660004,200.229996,200.270004,626100,199.292831
"VRSK",2021-10-01,201.580002,201.850006,199.259995,199.990005,735100,199.014206
"VRSK",2021-10-04,200,200.940002,197.050003,198.809998,997900,197.839951
"VRSK",2021-10-05,198.679993,202.559998,197.490005,201.630005,726800,200.646194
"VRSK",2021-10-06,200.210007,203.860001,199.899994,203.729996,631000,202.735931
"VRSK",2021-10-07,205,207.460007,204.520004,206.740005,723300,205.731262
"VRSK",2021-10-08,206.690002,208.289993,204.570007,207.470001,614200,206.457687
"VRSK",2021-10-11,207.220001,208.619995,206.440002,206.529999,461200,205.522293
"VRSK",2021-10-12,206.839996,209.289993,206.839996,207.75,611600,206.736328
"VRSK",2021-10-13,208.979996,209.020004,206.160004,208.369995,657400,207.353302
"VRSK",2021-10-14,209.830002,211.740005,208.339996,211.550003,564100,210.517807
"VRSK",2021-10-15,212.050003,212.410004,210.479996,210.630005,560100,209.60228
"VRSK",2021-10-18,210.330002,211.570007,209.029999,211.039993,777900,210.010284
"VRSK",2021-10-19,211.179993,212.059998,209.869995,212.050003,490300,211.01535
"VRSK",2021-10-20,212.619995,212.679993,209.520004,211.929993,382400,210.895935
"VRSK",2021-10-21,212.809998,213.630005,210.309998,213.139999,515400,212.100037
"VRSK",2021-10-22,213.559998,215.990005,213.270004,213.960007,669000,212.916046
"VRSK",2021-10-25,213.770004,214.039993,211.419998,212.020004,896300,210.985519
"VRSK",2021-10-26,212.839996,214.160004,210.910004,211.320007,1034200,210.28894
"VRSK",2021-10-27,206.960007,209.419998,205.169998,207.880005,1067300,206.865707
"VRSK",2021-10-28,208.259995,210.220001,208.149994,209.320007,716700,208.298676
"VRSK",2021-10-29,208.850006,211.899994,208.740005,210.270004,624700,209.244049
"VRSK",2021-11-01,210.300003,211.339996,206.990005,208.940002,746000,207.920532
"VRSK",2021-11-02,209.479996,209.910004,207.139999,209.309998,598000,208.288712
"VRSK",2021-11-03,206.539993,216.490005,206.539993,214.289993,1316200,213.244415
"VRSK",2021-11-04,215,217.279999,214.220001,216.600006,821700,215.543152
"VRSK",2021-11-05,217.479996,217.990005,214.320007,214.589996,549600,213.542953
"VRSK",2021-11-08,215,215.320007,212.729996,214.910004,715000,213.86142
"VRSK",2021-11-09,214.899994,217.690002,213.160004,216.289993,467500,215.23465
"VRSK",2021-11-10,216.380005,217.770004,212.929993,213.820007,532200,212.776733
"VRSK",2021-11-11,214.339996,214.410004,212.449997,212.990005,340000,211.950775
"VRSK",2021-11-12,213.839996,216.940002,213.720001,216.270004,833300,215.214767
"VRSK",2021-11-15,216.130005,218.880005,215.639999,218.029999,445900,216.966171
"VRSK",2021-11-16,218.610001,223.300003,218.149994,222.600006,881700,221.513885
"VRSK",2021-11-17,221.779999,224.850006,219.639999,224.5,765200,223.404587
"VRSK",2021-11-18,224.929993,226.839996,222.720001,226.720001,867200,225.61377
"VRSK",2021-11-19,227.779999,230.699997,227.300003,230.029999,1168000,228.907623
"VRSK",2021-11-22,229.589996,231.570007,228.130005,228.529999,679100,227.414948
"VRSK",2021-11-23,227.440002,229.919998,225.559998,229.320007,798300,228.201111
"VRSK",2021-11-24,228.619995,229.460007,225.770004,228.210007,626700,227.096512
"VRSK",2021-11-26,228.350006,229.660004,224.789993,225.809998,1024400,224.708221
"VRSK",2021-11-29,228.119995,230.800003,226.830002,229.160004,763200,228.04187
"VRSK",2021-11-30,228.020004,229.669998,223.350006,224.869995,1106700,223.772797
"VRSK",2021-12-01,226.089996,229.289993,219.330002,219.639999,1258900,218.568314
"VRSK",2021-12-02,220.410004,226.740005,220.410004,225.869995,1096700,224.767914
"VRSK",2021-12-03,226.919998,227.490005,219.169998,221.649994,1407600,220.568512
"VRSK",2021-12-06,221.649994,223.520004,220.979996,221.910004,960500,220.827255
"VRSK",2021-12-07,223.809998,226.690002,222.839996,225.440002,1170400,224.340027
"VRSK",2021-12-08,225.949997,229.679993,225.479996,229.050003,1054900,227.932419
"VRSK",2021-12-09,229.050003,229.550003,222.880005,224.5,913500,223.404587
"VRSK",2021-12-10,225.710007,227.360001,222.800003,226.660004,1230600,225.554077
"VRSK",2021-12-13,226.169998,229.940002,225,228.940002,819000,227.822937
"VRSK",2021-12-14,227.389999,229.399994,224.25,224.800003,862100,223.986877
"VRSK",2021-12-15,225.210007,228.869995,224.759995,228.570007,1818600,227.74324
"VRSK",2021-12-16,229.330002,230.789993,227.419998,229.199997,1519000,228.370956
"VRSK",2021-12-17,227.279999,229.880005,220.550003,222.139999,2119900,221.336487
"VRSK",2021-12-20,216.770004,221.729996,214.559998,221.309998,1025700,220.509491
"VRSK",2021-12-21,220.5,222.229996,218.809998,221.990005,574700,221.187042
"VRSK",2021-12-22,222.580002,223.990005,220.880005,223.850006,818100,223.040314
"VRSK",2021-12-23,224.389999,226.720001,223.580002,225.529999,475600,224.714233
"VRSK",2021-12-27,226.25,227.800003,225.029999,227.410004,501300,226.587433
"VRSK",2021-12-28,227.759995,229.240005,227.410004,228.080002,344500,227.25502
"VRSK",2021-12-29,228.679993,230.100006,228.050003,229.300003,472800,228.470596
"VRSK",2021-12-30,229.380005,230.309998,227.850006,228.089996,298000,227.264969
"VRSK",2021-12-31,227.919998,229.289993,227.279999,228.729996,662600,227.902649
"VRSK",2022-01-03,227.660004,227.889999,218.619995,221.660004,912100,220.858231
"VRSK",2022-01-04,222,224.529999,221.160004,221.729996,864800,220.927979
"VRSK",2022-01-05,216.789993,219.990005,213.850006,214.309998,1013800,213.534821
"VRSK",2022-01-06,213.119995,216.820007,212.25,212.669998,1117700,211.900742
"VRSK",2022-01-07,212.320007,212.320007,206.259995,206.649994,1669600,205.902527
"VRSK",2022-01-10,205.240005,207.300003,202.539993,206.679993,1957600,205.932404
"VRSK",2022-01-11,207.25,208.990005,203.960007,208.679993,916800,207.925171
"VRSK",2022-01-12,209.009995,210.539993,206.419998,207.389999,1010100,206.639847
"VRSK",2022-01-13,207.740005,208.050003,202.690002,203.110001,886200,202.37532
"VRSK",2022-01-14,201.279999,203.110001,196.830002,198.149994,1439100,197.433273
"VRSK",2022-01-18,194.649994,199.139999,193.309998,198.449997,1617900,197.732178
"VRSK",2022-01-19,199.360001,202.5,198.419998,199.860001,1730000,199.137085
"VRSK",2022-01-20,201.589996,203.449997,197.800003,198.029999,976600,197.313705
"VRSK",2022-01-21,197.800003,201.580002,195.699997,196.089996,893000,195.380722
"VRSK",2022-01-24,195.789993,197.399994,191.119995,197.380005,1519900,196.666046
"VRSK",2022-01-25,193.729996,196.649994,188.940002,190.610001,976800,189.920532
"VRSK",2022-01-26,190.429993,193.550003,185.960007,187.759995,1209100,187.080841
"VRSK",2022-01-27,189.029999,193.110001,187.669998,188.300003,983300,187.618896
"VRSK",2022-01-28,188.289993,193.300003,185.589996,193.289993,608800,192.590836
"VRSK",2022-01-31,193.139999,196.949997,192.160004,196.130005,982600,195.420593
"VRSK",2022-02-01,195.520004,197.660004,191.889999,196.570007,1059600,195.858994
"VRSK",2022-02-02,196.940002,200.490005,196.589996,200.110001,956200,199.386169
"VRSK",2022-02-03,197.630005,199.979996,196.529999,196.940002,901100,196.227646
"VRSK",2022-02-04,195.929993,199.300003,194.869995,197.75,1067700,197.034714
"VRSK",2022-02-07,197.75,199.179993,196.820007,197.029999,824200,196.317307
"VRSK",2022-02-08,196.389999,198.919998,194.300003,198.190002,982100,197.473129
"VRSK",2022-02-09,200.679993,203.990005,198.100006,199.059998,1211400,198.339966
"VRSK",2022-02-10,195.350006,197.350006,192.710007,194.690002,1516000,193.985779
"VRSK",2022-02-11,194.729996,195.740005,192.039993,192.910004,807400,192.212219
"VRSK",2022-02-14,193.389999,196.350006,190.039993,191.809998,1024600,191.116196
"VRSK",2022-02-15,194.009995,194.779999,193.169998,194.270004,982600,193.567307
"VRSK",2022-02-16,193.770004,194.910004,191.309998,194.070007,755100,193.368027
"VRSK",2022-02-17,192.960007,194.059998,190.149994,190.300003,1289000,189.611664
"VRSK",2022-02-18,190.470001,191.389999,188.389999,189.300003,1443900,188.61528
"VRSK",2022-02-22,188.539993,193.350006,185.559998,186.440002,1698000,185.765625
"VRSK",2022-02-23,182.690002,183.039993,176.669998,177.619995,2524100,176.977524
"VRSK",2022-02-24,175.179993,179.410004,175,179.220001,1777000,178.571732
"VRSK",2022-02-25,179.899994,181.020004,176.809998,179.539993,1324400,178.890564
"VRSK",2022-02-28,178.759995,179,175.229996,177.339996,1149700,176.698547
"VRSK",2022-03-01,177.309998,180.919998,176.110001,179.360001,1768700,178.711243
